  0.9798995E-02 -0.9961793E+00
  0.2268624E-01 -0.9799235E+00
  0.3529704E-01 -0.9509006E+00
  0.4744943E-01 -0.9094823E+00
  0.5898352E-01 -0.8562079E+00
  0.6974885E-01 -0.7917716E+00
  0.7960484E-01 -0.7170135E+00
  0.8842319E-01 -0.6329080E+00
  0.9608869E-01 -0.5405516E+00
  0.1025017E+00 -0.4411483E+00
  0.1075782E+00 -0.3359939E+00
  0.1112525E+00 -0.2264594E+00
  0.1134763E+00 -0.1139726E+00
  0.1142209E+00  0.0000000E+00
  0.1134763E+00  0.1139726E+00
  0.1112525E+00  0.2264594E+00
  0.1075782E+00  0.3359939E+00
  0.1025017E+00  0.4411483E+00
  0.9608868E-01  0.5405516E+00
  0.8842320E-01  0.6329080E+00
  0.7960484E-01  0.7170135E+00
  0.6974885E-01  0.7917716E+00
  0.5898352E-01  0.8562079E+00
  0.4744943E-01  0.9094823E+00
  0.3529704E-01  0.9509006E+00
  0.2268624E-01  0.9799235E+00
  0.9798994E-02  0.9961793E+00
